"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Sales","2007","0"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Sales","2011","4690"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Special Events","2011","0"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Expenses","1997","0"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Expenses","2003","18394"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Expenses","2006","36304"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Expenses","2007","68835"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Expenses","2011","45856"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Revenue","1997","32794"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Revenue","2003","27085"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Revenue","2006","89684"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Revenue","2007","20832"
"14-1793829","ASSOCIATION OF HEBREW CATHOLICS","Total Revenue","2011","33606"
"20-1123333","BEN FARRELL MINSTRIES INC","Administration","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Contributions","2007","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Contributions","2011","60745"
"20-1123333","BEN FARRELL MINSTRIES INC","Fundraising/Other","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Government Grants","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Investments","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Net Gain/Loss","2007","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Net Gain/Loss","2011","6237"
"20-1123333","BEN FARRELL MINSTRIES INC","Other","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Program Services","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Program Services Expenses","2006","56194"
"20-1123333","BEN FARRELL MINSTRIES INC","Program Services Expenses","2007","78013"
"20-1123333","BEN FARRELL MINSTRIES INC","Program Services Expenses","2011","73732"
"20-1123333","BEN FARRELL MINSTRIES INC","Sales","2007","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Sales","2011","6750"
"20-1123333","BEN FARRELL MINSTRIES INC","Special Events","2011","0"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Expenses","2006","56194"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Expenses","2007","78013"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Expenses","2011","73732"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Revenue","2006","101300"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Revenue","2007","45387"
"20-1123333","BEN FARRELL MINSTRIES INC","Total Revenue","2011","67495"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Administration","2006","4647"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Administration","2010","379"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Contributions","2006","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Contributions","2010","62875"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Fundraising/Other","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Government Grants","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Investments","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Net Gain/Loss","2006","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Net Gain/Loss","2010","9086"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Other","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Program Services","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Program Services Expenses","2006","16000"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Program Services Expenses","2010","53410"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Sales","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Special Events","2010","0"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Total Expenses","2006","20647"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Total Expenses","2010","53789"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Total Revenue","2006","170838"
"20-1911642","BIBLE BAPTIST AID MINISTRY INC","Total Revenue","2010","62875"
"20-3645843","GIVE ME THAT BOOK","Administration","2011","10650"
"20-3645843","GIVE ME THAT BOOK","Administration","2012","6689"
"20-3645843","GIVE ME THAT BOOK","Contributions","2011","44523"
"20-3645843","GIVE ME THAT BOOK","Contributions","2012","68451"
"20-3645843","GIVE ME THAT BOOK","Fundraising/Other","2012","0"
"20-3645843","GIVE ME THAT BOOK","Government Grants","2012","0"
"20-3645843","GIVE ME THAT BOOK","Investments","2012","0"
"20-3645843","GIVE ME THAT BOOK","Net Gain/Loss","2011","3594"
"20-3645843","GIVE ME THAT BOOK","Net Gain/Loss","2012","13730"
"20-3645843","GIVE ME THAT BOOK","Other","2012","0"
"20-3645843","GIVE ME THAT BOOK","Program Services","2012","0"
"20-3645843","GIVE ME THAT BOOK","Program Services Expenses","2011","37467"
"20-3645843","GIVE ME THAT BOOK","Program Services Expenses","2012","48032"
"20-3645843","GIVE ME THAT BOOK","Sales","2012","0"
"20-3645843","GIVE ME THAT BOOK","Special Events","2012","0"
"20-3645843","GIVE ME THAT BOOK","Total Expenses","2011","48117"
"20-3645843","GIVE ME THAT BOOK","Total Expenses","2012","54721"
"20-3645843","GIVE ME THAT BOOK","Total Revenue","2011","44523"
"20-3645843","GIVE ME THAT BOOK","Total Revenue","2012","68451"
"23-7362463","DOULOS MINISTRIES INC","Administration","2007","463878"
"23-7362463","DOULOS MINISTRIES INC","Administration","2008","560942"
"23-7362463","DOULOS MINISTRIES INC","Administration","2009","598312"
"23-7362463","DOULOS MINISTRIES INC","Administration","2010","426147"
"23-7362463","DOULOS MINISTRIES INC","Administration","2011","336700"
"23-7362463","DOULOS MINISTRIES INC","Contributions","2007","2411569"
"23-7362463","DOULOS MINISTRIES INC","Contributions","2008","4930945"
"23-7362463","DOULOS MINISTRIES INC","Contributions","2009","4936386"
"23-7362463","DOULOS MINISTRIES INC","Contributions","2010","1353238"
"23-7362463","DOULOS MINISTRIES INC","Contributions","2011","1283203"
"23-7362463","DOULOS MINISTRIES INC","Fundraising/Other","2007","134499"
"23-7362463","DOULOS MINISTRIES INC","Fundraising/Other","2008","243328"
"23-7362463","DOULOS MINISTRIES INC","Fundraising/Other","2009","329707"
"23-7362463","DOULOS MINISTRIES INC","Fundraising/Other","2010","66365"
"23-7362463","DOULOS MINISTRIES INC","Fundraising/Other","2011","31663"
"23-7362463","DOULOS MINISTRIES INC","Government Grants","2011","0"
"23-7362463","DOULOS MINISTRIES INC","Investments","2007","47588"
"23-7362463","DOULOS MINISTRIES INC","Investments","2008","1658828"
"23-7362463","DOULOS MINISTRIES INC","Investments","2009","27628"
"23-7362463","DOULOS MINISTRIES INC","Investments","2010","799"
"23-7362463","DOULOS MINISTRIES INC","Investments","2011","59"
"23-7362463","DOULOS MINISTRIES INC","Net Gain/Loss","2007","192401"
"23-7362463","DOULOS MINISTRIES INC","Net Gain/Loss","2008","3544784"
"23-7362463","DOULOS MINISTRIES INC","Net Gain/Loss","2009","799995"
"23-7362463","DOULOS MINISTRIES INC","Net Gain/Loss","2010","924378"
"23-7362463","DOULOS MINISTRIES INC","Net Gain/Loss","2011","420861"
"23-7362463","DOULOS MINISTRIES INC","Other","2011","0"
"23-7362463","DOULOS MINISTRIES INC","Program Services","2007","1597648"
"23-7362463","DOULOS MINISTRIES INC","Program Services","2008","1547415"
"23-7362463","DOULOS MINISTRIES INC","Program Services","2009","1505625"
"23-7362463","DOULOS MINISTRIES INC","Program Services","2010","2711046"
"23-7362463","DOULOS MINISTRIES INC","Program Services","2011","2335839"
"23-7362463","DOULOS MINISTRIES INC","Program Services Expenses","2007","3266027"
"23-7362463","DOULOS MINISTRIES INC","Program Services Expenses","2008","3788134"
"23-7362463","DOULOS MINISTRIES INC","Program Services Expenses","2009","4741625"
"23-7362463","DOULOS MINISTRIES INC","Program Services Expenses","2010","4496949"
"23-7362463","DOULOS MINISTRIES INC","Program Services Expenses","2011","3671599"
"23-7362463","DOULOS MINISTRIES INC","Sales","2011","0"
"23-7362463","DOULOS MINISTRIES INC","Special Events","2011","0"
"23-7362463","DOULOS MINISTRIES INC","Total Expenses","2007","3864404"
"23-7362463","DOULOS MINISTRIES INC","Total Expenses","2008","4592404"
"23-7362463","DOULOS MINISTRIES INC","Total Expenses","2009","5669644"
"23-7362463","DOULOS MINISTRIES INC","Total Expenses","2010","4989461"
"23-7362463","DOULOS MINISTRIES INC","Total Expenses","2011","4039962"
"23-7362463","DOULOS MINISTRIES INC","Total Revenue","2007","4056805"
"23-7362463","DOULOS MINISTRIES INC","Total Revenue","2008","8137188"
"23-7362463","DOULOS MINISTRIES INC","Total Revenue","2009","6469639"
"23-7362463","DOULOS MINISTRIES INC","Total Revenue","2010","4065083"
"23-7362463","DOULOS MINISTRIES INC","Total Revenue","2011","3619101"
"26-2364202","MEN AT THE CROSS","Administration","2009","298012"
"26-2364202","MEN AT THE CROSS","Administration","2010","133905"
"26-2364202","MEN AT THE CROSS","Administration","2011","138768"
"26-2364202","MEN AT THE CROSS","Contributions","2009","1197684"
"26-2364202","MEN AT THE CROSS","Contributions","2010","1283240"
"26-2364202","MEN AT THE CROSS","Contributions","2011","1412222"
"26-2364202","MEN AT THE CROSS","Fundraising/Other","2009","72421"
"26-2364202","MEN AT THE CROSS","Fundraising/Other","2010","71543"
"26-2364202","MEN AT THE CROSS","Fundraising/Other","2011","70752"
"26-2364202","MEN AT THE CROSS","Government Grants","2011","0"
"26-2364202","MEN AT THE CROSS","Investments","2011","0"
"26-2364202","MEN AT THE CROSS","Net Gain/Loss","2009","751111"
"26-2364202","MEN AT THE CROSS","Net Gain/Loss","2010","116320"
"26-2364202","MEN AT THE CROSS","Net Gain/Loss","2011","560584"
"26-2364202","MEN AT THE CROSS","Other","2009","732"
"26-2364202","MEN AT THE CROSS","Other","2010","19420"
"26-2364202","MEN AT THE CROSS","Other","2011","0"
"26-2364202","MEN AT THE CROSS","Program Services","2009","509153"
"26-2364202","MEN AT THE CROSS","Program Services","2010","250651"
"26-2364202","MEN AT THE CROSS","Program Services","2011","302496"
"26-2364202","MEN AT THE CROSS","Program Services Expenses","2009","2133999"
"26-2364202","MEN AT THE CROSS","Program Services Expenses","2010","1265763"
"26-2364202","MEN AT THE CROSS","Program Services Expenses","2011","970582"
"26-2364202","MEN AT THE CROSS","Sales","2009","45752"
"26-2364202","MEN AT THE CROSS","Sales","2010","34220"
"26-2364202","MEN AT THE CROSS","Sales","2011","25968"
"26-2364202","MEN AT THE CROSS","Special Events","2011","0"
"26-2364202","MEN AT THE CROSS","Total Expenses","2009","2504432"
"26-2364202","MEN AT THE CROSS","Total Expenses","2010","1471211"
"26-2364202","MEN AT THE CROSS","Total Expenses","2011","1180102"
"26-2364202","MEN AT THE CROSS","Total Revenue","2009","1753321"
"26-2364202","MEN AT THE CROSS","Total Revenue","2010","1587531"
"26-2364202","MEN AT THE CROSS","Total Revenue","2011","1740686"
"27-0015312","GLOBAL PASTORS NETWORK INC","Administration","2005","429978"
"27-0015312","GLOBAL PASTORS NETWORK INC","Administration","2006","259430"
"27-0015312","GLOBAL PASTORS NETWORK INC","Administration","2007","372798"
"27-0015312","GLOBAL PASTORS NETWORK INC","Administration","2008","137001"
"27-0015312","GLOBAL PASTORS NETWORK INC","Administration","2009","110032"
"27-0015312","GLOBAL PASTORS NETWORK INC","Contributions","2005","1733539"
"27-0015312","GLOBAL PASTORS NETWORK INC","Contributions","2006","2269321"
"27-0015312","GLOBAL PASTORS NETWORK INC","Contributions","2007","1585467"
"27-0015312","GLOBAL PASTORS NETWORK INC","Contributions","2008","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Contributions","2009","1271509"
"27-0015312","GLOBAL PASTORS NETWORK INC","Fundraising/Other","2005","199590"
"27-0015312","GLOBAL PASTORS NETWORK INC","Fundraising/Other","2006","238550"
"27-0015312","GLOBAL PASTORS NETWORK INC","Fundraising/Other","2007","383968"
"27-0015312","GLOBAL PASTORS NETWORK INC","Fundraising/Other","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Government Grants","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Investments","2005","658"
"27-0015312","GLOBAL PASTORS NETWORK INC","Investments","2006","277"
"27-0015312","GLOBAL PASTORS NETWORK INC","Investments","2007","75"
"27-0015312","GLOBAL PASTORS NETWORK INC","Investments","2008","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Investments","2009","10212"
"27-0015312","GLOBAL PASTORS NETWORK INC","Net Gain/Loss","2005","366657"
"27-0015312","GLOBAL PASTORS NETWORK INC","Net Gain/Loss","2006","114523"
"27-0015312","GLOBAL PASTORS NETWORK INC","Net Gain/Loss","2007","813190"
"27-0015312","GLOBAL PASTORS NETWORK INC","Net Gain/Loss","2008","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Net Gain/Loss","2009","1044290"
"27-0015312","GLOBAL PASTORS NETWORK INC","Other","2005","66742"
"27-0015312","GLOBAL PASTORS NETWORK INC","Other","2006","43397"
"27-0015312","GLOBAL PASTORS NETWORK INC","Other","2007","70624"
"27-0015312","GLOBAL PASTORS NETWORK INC","Other","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services","2005","258111"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services","2006","644085"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services","2007","314794"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services Expenses","2005","1796139"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services Expenses","2006","2344577"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services Expenses","2007","2027384"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services Expenses","2008","83177"
"27-0015312","GLOBAL PASTORS NETWORK INC","Program Services Expenses","2009","106975"
"27-0015312","GLOBAL PASTORS NETWORK INC","Sales","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Special Events","2009","0"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Expenses","2005","2425707"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Expenses","2006","2842557"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Expenses","2007","2784150"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Expenses","2008","220178"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Expenses","2009","217007"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Revenue","2005","2059050"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Revenue","2006","2957080"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Revenue","2007","1970960"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Revenue","2008","178644"
"27-0015312","GLOBAL PASTORS NETWORK INC","Total Revenue","2009","1261297"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Administration","1998","5082"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Administration","2006","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Administration","2007","21039"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Contributions","1998","199431"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Contributions","2001","35736"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Contributions","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Contributions","2008","95040"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Fundraising/Other","1998","36457"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Fundraising/Other","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Government Grants","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Investments","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Investments","2008","6382"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Net Gain/Loss","1998","2280"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Net Gain/Loss","2001","528"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Net Gain/Loss","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Net Gain/Loss","2008","27096"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Other","2008","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Program Services","2008","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Program Services Expenses","1998","155612"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Program Services Expenses","2006","8552"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Program Services Expenses","2007","33660"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Sales","2007","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Sales","2008","15766"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Special Events","2008","0"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Expenses","1998","197151"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Expenses","2001","35008"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Expenses","2006","8552"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Expenses","2007","54699"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Expenses","2008","112752"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Revenue","1998","199431"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Revenue","2001","35736"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Revenue","2006","62055"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Revenue","2007","167805"
"31-1538595","VISITING ISRAEL STUDENTS ASSOC","Total Revenue","2008","85656"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Administration","2006","2697"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Administration","2007","3762"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Administration","2011","1877"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Contributions","2007","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Contributions","2011","38087"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Fundraising/Other","2006","1117"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Fundraising/Other","2007","3883"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Fundraising/Other","2011","1437"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Government Grants","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Investments","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Net Gain/Loss","2007","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Net Gain/Loss","2011","9095"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Other","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Program Services","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Program Services Expenses","2006","24310"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Program Services Expenses","2007","34893"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Program Services Expenses","2011","43868"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Sales","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Special Events","2011","0"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Expenses","2006","28124"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Expenses","2007","42538"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Expenses","2011","47182"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Revenue","2006","28536"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Revenue","2007","39774"
"31-1780617","TRINITY NEW TESTAMENT MINISTRIES INC","Total Revenue","2011","38087"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Administration","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Contributions","2007","781110"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Contributions","2008","731884"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Contributions","2009","702240"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Contributions","2010","942044"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Contributions","2011","1146475"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Fundraising/Other","2007","58580"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Fundraising/Other","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Government Grants","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Investments","2007","1142"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Investments","2008","1799"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Investments","2009","387"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Investments","2010","533"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Investments","2011","786"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Net Gain/Loss","2007","37783"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Net Gain/Loss","2008","28474"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Net Gain/Loss","2009","67154"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Net Gain/Loss","2010","65941"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Net Gain/Loss","2011","154760"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Other","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services Expenses","2007","685889"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services Expenses","2008","762157"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services Expenses","2009","769781"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services Expenses","2010","1006511"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Program Services Expenses","2011","991371"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Sales","2011","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Special Events","2009","0"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Special Events","2010","2007"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Special Events","2011","1130"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Expenses","2007","744469"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Expenses","2008","762157"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Expenses","2009","769781"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Expenses","2010","1006511"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Expenses","2011","991371"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Revenue","2007","782252"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Revenue","2008","733683"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Revenue","2009","702627"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Revenue","2010","940570"
"32-0081587","KANSAS CITY CATHOLIC NETWORK","Total Revenue","2011","1146131"
