14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,Andrew Sholl,Director,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,David Moss,President,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,Ed Fride,Director,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,Kathleen Moss,Secretary,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,Martin Barack,Director,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2006,Name,Title,Compensation
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,Andrew Sholl,Director,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,David Moss,President,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,Ed Fride,Director,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,Kathleeen Moss,Secretary,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,Martin Barack,Director,
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2007,Name,Title,Compensation
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,Andrew Sholl,Director,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,David Moss,President,$5,228
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,Ed Fnde,Director,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,Kathleen Moss,Secretary,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,Martin Barack,Director,$0
14-1793829,ASSOCIATION OF HEBREW CATHOLICS,2011,Name,Title,Compensation
20-1123333,BEN FARRELL MINSTRIES INC,2006,BEN FARRELL,PRESIDENT,$9,600
20-1123333,BEN FARRELL MINSTRIES INC,2006,EUGENE RUIZ,SECRETARY,$0
20-1123333,BEN FARRELL MINSTRIES INC,2006,Name,Title,Compensation
20-1123333,BEN FARRELL MINSTRIES INC,2006,TOM FARRELL,VICE-PRESIDENT,$0
20-1123333,BEN FARRELL MINSTRIES INC,2007,BEN FARRELL,PRESIDENT,$10,200
20-1123333,BEN FARRELL MINSTRIES INC,2007,EUGENE RUIZ,SECRETARY,$0
20-1123333,BEN FARRELL MINSTRIES INC,2007,Name,Title,Compensation
20-1123333,BEN FARRELL MINSTRIES INC,2007,TOM FARRELL,VICE-PRESIDENT,$0
20-1123333,BEN FARRELL MINSTRIES INC,2011,BEN FARRELL,PRESIDENT,$13,200
20-1123333,BEN FARRELL MINSTRIES INC,2011,EUGENE RUIZ,SECRETARY,$0
20-1123333,BEN FARRELL MINSTRIES INC,2011,Name,Title,Compensation
20-1123333,BEN FARRELL MINSTRIES INC,2011,TOM FARRELL,VICE-PRESIDENT,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Brian Kim,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Charlie Ross,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,David S. Etter,Secretary,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Jon Konnerup,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Michael W. Ivey,President,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Name,Title,Compensation
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Richard A. Kelley,Vice President,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2006,Steve Bender,Treasurer,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Charlie E Ross,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Dr Creig Lobdell,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Dwaine Unruh,Secretary/Treasurer,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,J Steve Bender,Vice President/Chief Integrity Officer,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Keith Han,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Michael W Ivey Ph D,President,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Name,Title,Compensation
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Paul Foster,Board Member,$0
20-1911642,BIBLE BAPTIST AID MINISTRY INC,2010,Rev Ralph Done,Board Member,$0
20-3645843,GIVE ME THAT BOOK,2011,GARY RIEBEN,President,$22,002
20-3645843,GIVE ME THAT BOOK,2011,Name,Title,Compensation
20-3645843,GIVE ME THAT BOOK,2012,GARY RIEBEN,President,$30,450
20-3645843,GIVE ME THAT BOOK,2012,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2007,AL SMITH,CHAIRMAN,$0
23-7362463,DOULOS MINISTRIES INC,2007,LARRY SHAKLEY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2007,MARTY SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2007,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2007,PHILIP SHULTZE,TREASURER,$0
23-7362463,DOULOS MINISTRIES INC,2007,RICHARD BEACH,BOARD MEMBER,$115,465
23-7362463,DOULOS MINISTRIES INC,2007,RODERICK E WALKER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2008,AL SMITH,CHAIRMAN,$0
23-7362463,DOULOS MINISTRIES INC,2008,JOHN MCNELLIS,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2008,LARRY SHAKLEY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2008,MARTY SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2008,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2008,PHILIP SHULTZE,TREASURER,$0
23-7362463,DOULOS MINISTRIES INC,2008,RICHARD BEACH,BOARD MEMBER,$146,622
23-7362463,DOULOS MINISTRIES INC,2008,RODERICK E WALKER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,AL SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,DUB SNIDER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,JOHN MCNELLIS,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,LARRY SHAKLEY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,MARTY SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2009,PHILIP SHULTZE,TREASURER,$0
23-7362463,DOULOS MINISTRIES INC,2009,RICHARD BEACH,BOARD MEMBER,$131,464
23-7362463,DOULOS MINISTRIES INC,2009,RODERICK E WALKER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2009,RONNIE CAMERON,CHAIRMAN,$0
23-7362463,DOULOS MINISTRIES INC,2009,TRACE THURLBY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,AL SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,DUB SNIDER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,JOHN MCNELLIS,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,LARRY SHAKLEY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,MARTY SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2010,PHILIP SHULTZE,TREASURER,$0
23-7362463,DOULOS MINISTRIES INC,2010,RICHARD BEACH,BOARD MEMBER,$141,750
23-7362463,DOULOS MINISTRIES INC,2010,RODERICK E WALKER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2010,RONNIE CAMERON,CHAIRMAN,$0
23-7362463,DOULOS MINISTRIES INC,2010,TRACE THURLBY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,AL SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,BRAD EDGAR,PRESIDENT,$47,685
23-7362463,DOULOS MINISTRIES INC,2011,DUB SNIDER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,JOHN DEVRIES,INTERIM CEO,$62,670
23-7362463,DOULOS MINISTRIES INC,2011,JOHN MCNELLIS,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,LARRY SHAKLEY,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,MARTY SMITH,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,Name,Title,Compensation
23-7362463,DOULOS MINISTRIES INC,2011,PHILIP SHULTZE,TREASURER,$0
23-7362463,DOULOS MINISTRIES INC,2011,RICHARD BEACH,FORMER PRESIDENT,$30,333
23-7362463,DOULOS MINISTRIES INC,2011,RODERICK E WALKER,BOARD MEMBER,$0
23-7362463,DOULOS MINISTRIES INC,2011,RONNIE CAMERON,CHAIRMAN,$0
23-7362463,DOULOS MINISTRIES INC,2011,STEPHEN HOBSON,SECRETARY/CONTROLTER,$47,154
23-7362463,DOULOS MINISTRIES INC,2011,TRACE THURLBY,BOARD MEMBER,$0
26-2364202,MEN AT THE CROSS,2009,DANA THOMAS,SECRETARY,$0
26-2364202,MEN AT THE CROSS,2009,DOUG GOODWIM,EXECUTIVE VP,$0
26-2364202,MEN AT THE CROSS,2009,JOE WHITE,CHAIRMAN,$0
26-2364202,MEN AT THE CROSS,2009,MARC HARRIS,COO,$0
26-2364202,MEN AT THE CROSS,2009,Name,Title,Compensation
26-2364202,MEN AT THE CROSS,2009,RON BALDWIN,TREASURER,$0
26-2364202,MEN AT THE CROSS,2009,STEVE UTLEY,DIRECTOR,$0
26-2364202,MEN AT THE CROSS,2010,DANA THOMAS,SECRETARY,$2,750
26-2364202,MEN AT THE CROSS,2010,DOUG GOODWIN,EXECUTIVE VP,$0
26-2364202,MEN AT THE CROSS,2010,JOE WHITE,CHAIRMAN,$0
26-2364202,MEN AT THE CROSS,2010,MARC HARRIS,COO,$0
26-2364202,MEN AT THE CROSS,2010,Name,Title,Compensation
26-2364202,MEN AT THE CROSS,2010,RON BALDWIN,TREASURER,$0
26-2364202,MEN AT THE CROSS,2010,STEVE UTLEY,DIRECTOR,$0
26-2364202,MEN AT THE CROSS,2011,DANA THOMAS,SECRETARY,$6,250
26-2364202,MEN AT THE CROSS,2011,DOUG GOODWIN,EXECUTIVE VP,$0
26-2364202,MEN AT THE CROSS,2011,JOE WHITE,CHAIRMAN,$0
26-2364202,MEN AT THE CROSS,2011,MARC HARRIS,COO,$0
26-2364202,MEN AT THE CROSS,2011,Name,Title,Compensation
26-2364202,MEN AT THE CROSS,2011,RON BALDWIN,TREASURER,$0
26-2364202,MEN AT THE CROSS,2011,STEVE UTLEY,DIRECTOR,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Bill Heavener,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Dr. James O Davis,President,$5,000
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Dr. Joel Hunter,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Dr. John Maxwell,Chairman,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Dr. Steve Douglass,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Dr. Ted Haggard,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Ed Haddock,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,George Kettle,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Howard Dayton,Treasurer,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Joann C Webster,Administrator,$104,000
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Name,Title,Compensation
27-0015312,GLOBAL PASTORS NETWORK INC,2005,Rev. John Baschien,Secretary,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Bill Heavener,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr James O Davis,President,$230,727
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr Joel Hunter,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr John Maxwell,Chairman,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr Steve Douglass,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr Ted Haggard,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Dr Tom Mullins,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Ed Haddock,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,George Kettle,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Howard Dayton,Treasurer,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Joann C Webster,Administrator,$64,297
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Name,Title,Compensation
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Pastor Larry Stockstill,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Rev John Baschien,Secretary,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2006,Vonette Bright,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Bill Heavener,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Dr. James O Davis,President,
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Dr. Joel Hunter,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Dr. John Mazwell,Chairman,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Dr. Steve Douglass,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Dr. Tom Mullins,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Ed Haddock,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Howard Dayton,Treasurer,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Joann C Webster,Administrator,$78,230
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Name,Title,Compensation
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Paster Larry Stockstill,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Rev. John Baschien,Secretary,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2007,Vonette Bright,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Bill Heavener,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Dr. Joel Hunter,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Dr. Steve Douglass,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Ed Haddock,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Howard Dayton,Secretary,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,John Baschieri,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,John Maxwell,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Mark Anderson,President,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Name,Title,Compensation
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Pastor Larry Stockstill,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Tom Mullins,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2008,Vonette Bright,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Bill Heavener,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Dr. Joel Hunter,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Dr. Steve Douglass,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Ed Haddock,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Howard Dayton,Secretary,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,John Baschieri,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,John Maxwell,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Mark Anderson,President,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Name,Title,Compensation
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Pastor Larry Stockstill,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Tom Mullins,Trustee,$0
27-0015312,GLOBAL PASTORS NETWORK INC,2009,Vonette Bright,Trustee,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,1998,AVI KAUFMAN,SECRETARY,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,1998,CYNTHIA BECKER,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,1998,DR. DAVID AYAN-BEYEWITZ,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,1998,MICHAEL KAUFMAN,PRESIDENT,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,1998,Name,Title,Compensation
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2001,AUI KAUFMAN,SECRETARY,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2001,CYNTHIA BECKER,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2001,DR. MICHAEL KAUFMAN,PRESIDENT,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2001,Name,Title,Compensation
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2006,AVI KAUFMAN,SECRETARY,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2006,CYNTHIA BECKER,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2006,MICHAEL KAUFMAN,PRESIDENT,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2006,Name,Title,Compensation
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2007,AVI KAUFMAN,SECRETARY,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2007,CYNTHIA BECKER,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2007,MICHAEL KAUFMAN,PRESIDENT,$18,000
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2007,Name,Title,Compensation
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2008,AVI KAUFMAN,SECRETARY,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2008,CYNTHIA BECKER,DIRECTOR,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2008,MICHAEL KAUFMAN,PRESIDENT,$0
31-1538595,VISITING ISRAEL STUDENTS ASSOC,2008,Name,Title,Compensation
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,DARYL ROTH,VICE PRES,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,MILT ROCK,TREASURER,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,Name,Title,Compensation
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,RANDY BUENDORF,VICE PRES,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,SANDY BUENDORF,SECRETARY,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2006,WARREN HENRIKSEN,PRESIDENT,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,DARYL ROTH,VICE PRES,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,MILT ROCK,TREASURER,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,Name,Title,Compensation
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,RANDY BUENDORF,VICE PRES,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,SANDY BUENDORF,SECRETARY,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2007,WARREN HENRIKSEN,PRESIDENT,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2011,Daryl Roth,Vice President,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2011,Name,Title,Compensation
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2011,Randy Buendorf,Director,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2011,Sandy Buendorf,Sec/Treasurer,$0
31-1780617,TRINITY NEW TESTAMENT MINISTRIES INC,2011,Warren Henriksen,President,$2,400
32-0081587,KANSAS CITY CATHOLIC NETWORK,2007,CAROLYN J. O'LAUGHLIN,SECRETARY/TREASURER,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2007,JAMES E. O'LAUGHLIN,PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2007,JAMES KAFKA,VICE PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2007,Name,Title,Compensation
32-0081587,KANSAS CITY CATHOLIC NETWORK,2008,CAROLYN J. O'LAUGHLIN,SECRETARY / TREASURER,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2008,JAMES E. O'LAUGHLIN,PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2008,JAMES KAFKA,VICE PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2008,Name,Title,Compensation
32-0081587,KANSAS CITY CATHOLIC NETWORK,2009,CAROLYN J. O'LAUGHLIN,SECRETARY / TREASURER,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2009,JAMES E. O'LAUGHLIN,PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2009,JAMES KAFKA,VICE PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2009,Name,Title,Compensation
32-0081587,KANSAS CITY CATHOLIC NETWORK,2010,CAROLYN J. O'LAUGHLIN,SECRETARY / TREASURER,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2010,JAMES E. O'LAUGHLIN,PRESIDENT,$33,029
32-0081587,KANSAS CITY CATHOLIC NETWORK,2010,JAMES KAFKA,VICE PRESIDENT,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2010,Name,Title,Compensation
32-0081587,KANSAS CITY CATHOLIC NETWORK,2011,CAROLYN J. O'LAUGHLIN,SECRETARY / TREASURER,$0
32-0081587,KANSAS CITY CATHOLIC NETWORK,2011,JAMES E. O'LAUGHLIN,PRESIDENT,$50,643
32-0081587,KANSAS CITY CATHOLIC NETWORK,2011,Name,Title,Compensation
32-0081587,KANSAS CITY CATHOLIC NETWORK,2011,RYAN O'LAUGHLIN,VICE PRESIDENT,$0
36-4509500,HEART FOR AFRICA INC,2007,CHERYL LOWERY-OSBORNE,SECRETARY,$0
36-4509500,HEART FOR AFRICA INC,2007,DOUG LIPTAK,TREASURER,$0
36-4509500,HEART FOR AFRICA INC,2007,DREW STRICKLAND,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2007,IAN MAXWELL,ECON PROJEC DEV,$84,000
36-4509500,HEART FOR AFRICA INC,2007,Name,Title,Compensation
36-4509500,HEART FOR AFRICA INC,2007,SUSAN PAGE,VICE-CHAIR,$0
36-4509500,HEART FOR AFRICA INC,2007,TIM HUNT,CHAIRMAN,$0
36-4509500,HEART FOR AFRICA INC,2008,BO FEARS,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,BRANDON WAY,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,CARL WATRY,TREASURER,$0
36-4509500,HEART FOR AFRICA INC,2008,CHERYL LOWERY-OSBORNE,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,CHRISTINE TURNER-LANDRY,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,IAN MAXWELL,PRESIDENT,$99,328
36-4509500,HEART FOR AFRICA INC,2008,JANINE MAXWELL,VICE PRESIDENT,$22,885
36-4509500,HEART FOR AFRICA INC,2008,JOHN BARDIS,DIRECTOR,$0
36-4509500,HEART FOR AFRICA INC,2008,Name,Title,Compensation
